"","x"
"1",53654
"2",53660
"3",54048
"4",54260
"5",54472
"6",54700
"7",54704
"8",54952
"9",55073
"10",55075
"11",55190
"12",55192
"13",55196
"14",55197
"15",55199
"16",55200
"17",55202
"18",55204
"19",55307
"20",55310
"21",55311
"22",55314
"23",55315
"24",55316
"25",55317
"26",55442
"27",55445
"28",55446
"29",55447
"30",55448
"31",55449
"32",55535
"33",55540
"34",55541
"35",55656
"36",55657
"37",55658
"38",55660
"39",55661
"40",55663
"41",55664
"42",55665
"43",55666
"44",55669
"45",55780
"46",55781
"47",55787
"48",55790
"49",55902
"50",55903
"51",55906
"52",55912
"53",56028
"54",56030
"55",56141
"56",56143
"57",56144
"58",56235
"59",56236
"60",56243
"61",56336
"62",56338
"63",56417
"64",56419
"65",56420
"66",56421
"67",56521
"68",56610
"69",56612
"70",56616
"71",56707
"72",56709
"73",56710
"74",56799
"75",56800
"76",56892
"77",57094
"78",57099
"79",57199
"80",57200
"81",57305
"82",57306
"83",57393
"84",57395
"85",57397
"86",57483
"87",57557
"88",57559
"89",57640
"90",57729
"91",57818
"92",57920
"93",57922
"94",58042
"95",58044
"96",58137
"97",58138
"98",58250
"99",58448
"100",58449
"101",58553
"102",58664
"103",58665
"104",58777
"105",58780
"106",58983
"107",58984
"108",58986
"109",58987
"110",59106
"111",59109
"112",59340
"113",59341
"114",59451
"115",59536
"116",59540
"117",59541
"118",59644
"119",59645
"120",59723
"121",59724
"122",59808
"123",59810
"124",59812
"125",59813
"126",59913
"127",59914
"128",60030
"129",60031
"130",60152
"131",60272
"132",60273
"133",60274
"134",60280
"135",60401
"136",60402
"137",60407
"138",60521
"139",60645
"140",60751
"141",60990
"142",61207
"143",61300
"144",61301
"145",61695
"146",61812
"147",61813
"148",61920
"149",61922
"150",61923
"151",62115
"152",62220
"153",62327
"154",62697
"155",62698
"156",63050
"157",63051
"158",63181
"159",63309
"160",63438
"161",63439
"162",63567
"163",63791
"164",63991
"165",64113
"166",64446
"167",64652
"168",64762
"169",64763
"170",64883
"171",65008
"172",65109
"173",66043
"174",66163
"175",69120
"176",69233
"177",69326
"178",69427
"179",69715
"180",69716
"181",73427
"182",73535
"183",74028
