"","unit_","area_pixels_","thinning","herbicide","rxfire","area_pixels"
"468",1407,1213,0,0,0,28
"565",1504,4512,0,0,0,69
"567",1506,3879,0,0,0,3621
"571",1511,13197,0,0,0,13196
"573",1513,4681,0,0,0,1199
"583",1523,725,0,0,0,187
"667",1607,3008,0,0,0,1752
"672",1612,6886,0,0,0,179
"673",1613,6654,0,0,0,2608
"717",1657,2712,0,0,0,994
"781",1722,1580,0,0,0,75
"798",1739,1084,0,0,0,607
"810",1751,1602,0,0,0,1556
"811",1752,2433,0,0,0,2433
"869",1811,3833,0,0,0,52
"1019",9999,342940,1,1,1,15972
