"","BurnBlock","Area","Starts","Prob"
"469",1407,28,0,0
"566",1504,69,2,0.001226994
"568",1506,3621,1,0.000613497
"572",1511,13196,24,0.014723926
"574",1513,1199,4,0.002453988
"584",1523,187,0,0
"668",1607,1752,1,0.000613497
"673",1612,179,0,0
"674",1613,2608,2,0.001226994
"718",1657,994,1,0.000613497
"782",1722,75,0,0
"799",1739,607,0,0
"811",1751,1556,0,0
"812",1752,2433,0,0
"870",1811,52,0,0
"1020",9999,15972,167,0.102453988
